store_name,date,price,sales,product_id,product_name,category,customer_id,customer_name,region,payment_method,discount,stock_quantity
"Powell, Davis and Walter",17/11/1997,259.37,76.8211055276382,31,Smartphone ,Alimentos,3352,amanda davis,MG,Pix,10.58,48
Brooks-Gill,30/01/1976,45.98,76.8211055276382,32,Chocolate,Alimentos,1640,Bridget Phillips,BA,Cartão,10.58,74
bird inc,14/08/1987,30.84,76.8211055276382,33,Chocolate,Eletrônicos,7666,jennifer thomas,RS,Pix,12.44,45
"Bryan, Delgado and Bauer",29/06/2003,2.25,99.0,34,Camisa,Eletrônicos,6499,Eileen Wagner,MG,Cartão,10.58,56
santos inc,05/07/2000,205.03250237868696,76.8211055276382,35,Camisa,Alimentos,5630,Debra Austin,RJ,Cartão,10.58,48
"Watson, Stanley and Grant",12/03/1988,203.98,200.0,36,Tnis ,Alimentos,2369,Melissa Castro,BA,Cartão,10.58,48
"Hodges, Adams and Burns",25/05/1989,40.14,76.8211055276382,37,Notebook ,Roupas,5835,Mark Hernandez,BA,cartao,28.44,51
banks ltd,22/11/1984,22.08,26.0,38,Notebook ,Roupas,5488,Joshua Clements,MG,Boleto,24.48,48
Cline-Woodward,11/06/2000,165.54,86.0,39,Caf ,Roupas,1614,Alexander Fitzgerald,RS,cartao,10.58,48
Mason PLC,08/10/2018,205.03250237868696,76.8211055276382,40,Tnis,Roupas,1861,Valerie Escobar,RS,Pix,8.45,48
Adkins-Rhodes,01/04/2008,205.03250237868696,76.8211055276382,41,Caf ,Roupas,8973,Karla Warren,RJ,Pix,10.58,48
Kaufman Ltd,26/01/1970,266.51,76.8211055276382,42,Caf,Alimentos,3240,Dawn Jones,RS,Cartão,10.58,48
Miller PLC,04/04/2015,205.03250237868696,76.8211055276382,43,Caf ,Eletrônicos,7620,Lauren Mendez,BA,Pix,10.58,48
Hicks and Sons Store,12/12/2011,405.77,76.8211055276382,44,Chocolate,Alimentos,4030,Leah Jennings,RS,cartao,10.58,48
lawrence llc,11/06/2006,49.7,76.8211055276382,45,Camisa ,Eletrônicos,7512,Michael Johnson MD,SP,Boleto,10.58,48
"Rojas, Garrison and Walter",18/09/1970,205.03250237868696,87.0,46,Caf ,Eletrônicos,2766,Karen Martin,MG,Pix,10.58,48
Wade PLC Store,05/07/1997,308.79,76.8211055276382,47,Camisa ,Roupas,5290,chelsea kramer,SP,cartao,4.13,36
Forbes-Brown,01/05/1997,205.03250237868696,144.0,48,Tnis,Alimentos,7324,gregory coleman,MG,Boleto,25.43,10
"Sullivan, Johnson and Hodges Store",26/04/1975,205.03250237868696,190.0,49,Smartphone,Roupas,9052,Lindsay Nichols,SP,Boleto,10.58,32
Cannon PLC,20/12/1996,205.03250237868696,44.0,50,Camisa ,Roupas,8718,Michael Barrera,RJ,Boleto,23.51,48
"Gonzalez, Turner and Mullen",26/10/1978,40.78,76.8211055276382,51,Chocolate,Roupas,5426,Nicole Haynes,MG,Pix,10.58,48
"Williams, Cooper and Trevino",19/11/2018,205.03250237868696,76.8211055276382,52,Tnis ,Alimentos,2592,keith huang,RS,Cartão,10.58,14
Mendoza-Silva,29/01/1983,40.18,76.8211055276382,53,Chocolate ,Roupas,4968,Kayla Diaz,RJ,cartao,29.91,48
martin ltd,26/05/2025,496.74,76.8211055276382,54,Smartphone,Eletrônicos,6539,brittany gross,BA,Pix,10.58,48
Cline-Wilkinson,02/02/1982,205.03250237868696,132.0,55,Chocolate ,Roupas,4945,michelle anderson md,RJ,Cartão,10.58,18
"Neal, Franklin and Roy",10/09/1978,85.08,76.8211055276382,56,Chocolate,Alimentos,3005,paul hernandez,RS,Pix,6.21,48
Thompson Ltd,09/03/2019,410.56,76.8211055276382,57,Caf ,Alimentos,6289,Wendy Smith,RS,Cartão,15.02,84
Harris-Stevenson,12/05/1975,205.03250237868696,76.8211055276382,58,Smartphone,Roupas,5310,Emma Turner,MG,Boleto,10.58,48
Hicks Group Store,07/02/1977,205.03250237868696,76.8211055276382,59,Camisa,Alimentos,6167,Casey Gregory,RS,cartao,10.58,38
"Black, Lewis and Ortiz",17/01/2024,346.68,42.0,60,Camisa,Roupas,4848,Patrick Wright,MG,cartao,15.39,48
Lyons Inc Store,18/06/1990,205.03250237868696,76.8211055276382,61,Chocolate ,Roupas,9439,elizabeth jones,RS,Cartão,9.39,48
Miller-Price Store,01/11/1973,205.03250237868696,146.0,62,Caf,Alimentos,1685,Robin Newton,MG,Cartão,10.58,3
Jones-Lara,23/11/1998,205.03250237868696,46.0,63,Camisa,Roupas,4283,derek spears,RS,Boleto,10.58,5
Taylor-Parrish,17/04/1979,205.03250237868696,44.0,64,Notebook ,Eletrônicos,4857,Rebecca Arnold,SP,Pix,4.07,48
"Berg, Vasquez and Brown",25/12/1976,447.89,33.0,65,Caf ,Eletrônicos,8231,Reginald Acosta,RS,Pix,9.99,48
Berry-Clayton Store,31/08/1999,205.03250237868696,76.8211055276382,66,Chocolate,Eletrônicos,1910,Susan Hall,BA,cartao,10.58,48
Roach-Miller,28/02/2013,205.03250237868696,164.0,67,Camisa,Alimentos,3238,Nicole Barnett,MG,Cartão,10.58,48
Jackson-Moore,10/04/1991,131.76,76.8211055276382,68,Camisa ,Alimentos,8366,Michael Melton,RS,Pix,7.82,48
"chavez, wilson and cruz",05/07/2007,205.03250237868696,188.0,69,Chocolate ,Alimentos,9939,Brittany Hansen,SP,Cartão,10.58,22
Hall-Carr,02/02/1984,205.03250237868696,76.8211055276382,70,Smartphone,Roupas,6242,Erika Jackson,BA,Cartão,4.25,48
"Murphy, Stewart and King",13/02/2021,205.03250237868696,76.8211055276382,71,Smartphone,Alimentos,5220,Megan Moore,RS,Boleto,10.58,2
Nguyen and Sons Store,31/05/2025,205.03250237868696,76.8211055276382,72,Notebook ,Roupas,7423,Todd Salas,MG,Pix,10.58,48
"Hall, King and Barber",03/06/2023,328.51,76.8211055276382,73,Notebook ,Alimentos,9185,James Peterson,BA,Cartão,9.74,48
"shields, zimmerman and schmidt",04/06/2010,205.03250237868696,76.8211055276382,74,Camisa ,Eletrônicos,1390,Jasmin Young,SP,cartao,10.58,48
Lewis Group Store,08/04/2022,196.68,76.8211055276382,75,Chocolate,Roupas,2686,Morgan Paul,BA,cartao,27.75,48
Hansen-Hill,24/06/2000,205.03250237868696,23.0,76,Notebook,Eletrônicos,4896,Tiffany Davis,MG,Pix,25.25,48
Anderson Inc Store,14/09/2007,235.61,135.0,77,Chocolate,Roupas,9448,christina mccarthy,MG,Boleto,15.22,48
"Smith, Cole and Castillo Store",01/09/1979,27.21,76.8211055276382,78,Smartphone ,Roupas,6226,thomas preston,MG,Boleto,4.98,48
"Lewis, Spears and Arroyo Store",19/04/1983,205.03250237868696,76.8211055276382,79,Notebook ,Alimentos,2365,diana franklin,SP,cartao,23.26,48
"Arias, Cobb and Fletcher",27/10/2008,205.03250237868696,46.0,80,Notebook ,Eletrônicos,5559,Laurie Gonzalez,RS,Pix,10.58,48
armstrong-campbell,03/05/1975,205.03250237868696,76.8211055276382,81,Caf,Alimentos,5459,olivia johnson,SP,Cartão,10.58,48
"rodriguez, baker and lee",12/06/2012,205.03250237868696,76.8211055276382,82,Caf,Alimentos,4926,Holly Abbott,SP,Pix,20.82,48
"Sanchez, Rodriguez and Young Store",05/05/1975,205.03250237868696,76.8211055276382,83,Notebook ,Eletrônicos,4103,Jeffrey Miller,BA,Pix,18.62,48
Pollard-Brown,28/01/1985,349.51,125.0,84,Camisa,Alimentos,3048,Brenda Chase,MG,Cartão,10.58,11
Krause-Collier,26/08/1970,369.36,3.0,85,Chocolate,Alimentos,7463,Nancy Ortega,MG,cartao,10.58,26
"Tucker, Hughes and Pierce",18/02/2007,365.19,131.0,86,Tnis,Eletrônicos,9078,Nathan Wright,RS,cartao,10.58,48
Morgan-Cole Store,16/01/1984,6.33,76.8211055276382,87,Caf,Roupas,5993,Richard Lopez,MG,Boleto,20.38,48
grant-robinson,08/08/1989,16.06,76.8211055276382,88,Tnis,Eletrônicos,2417,joy benson,MG,cartao,10.58,81
bryan-bowers,15/03/1993,205.03250237868696,76.8211055276382,89,Tnis,Eletrônicos,2712,Bryan Allen,RS,Boleto,1.81,64
Morris-Hall Store,08/05/2022,205.03250237868696,133.0,90,Notebook ,Alimentos,8364,Chad Lee,RJ,cartao,10.58,61
"Barrera, Lucero and Snyder",26/10/1982,126.24,52.0,91,Camisa ,Roupas,7745,Patrick Long,MG,Cartão,10.58,48
"Robinson, Nelson and Morris",03/11/2002,205.03250237868696,76.8211055276382,92,Tnis,Roupas,4189,Dennis Boyd,SP,Pix,10.58,43
"Morrison, Bray and Williams",07/02/2001,98.08,76.8211055276382,93,Caf,Eletrônicos,7736,Joyce Johnson,MG,Pix,0.17,48
"ward, kirk and phillips",29/11/2004,421.88,76.8211055276382,94,Camisa,Alimentos,1700,Brian Reyes,RJ,Boleto,15.42,48
Carter and Sons,04/02/1979,205.03250237868696,76.8211055276382,95,Camisa,Roupas,6051,christopher reyes,SP,Boleto,10.58,71
Foley-Schultz,03/01/2009,205.03250237868696,76.8211055276382,96,Notebook ,Eletrônicos,9293,William Boyer,BA,Pix,10.58,95
"smith, roach and phillips",19/04/2007,143.96,76.8211055276382,97,Tnis,Roupas,5245,Lawrence Rogers,RJ,cartao,1.15,48
Hill and Sons Store,01/03/1970,205.03250237868696,76.8211055276382,98,Tnis,Eletrônicos,6138,Tara Mills,RJ,Boleto,22.04,78
"Jackson, Whitaker and Turner Store",26/01/2007,205.03250237868696,76.8211055276382,99,Tnis,Alimentos,8367,evan sutton,MG,Boleto,10.58,48
"Blackburn, Cowan and Chan Store",02/05/1976,205.03250237868696,76.8211055276382,100,Notebook ,Eletrônicos,9303,jacob castro,RJ,cartao,28.42,48
Williams PLC Store,04/12/1974,205.03250237868696,137.0,101,Notebook ,Roupas,8688,calvin solis,MG,Boleto,10.58,48
Anderson and Sons,25/06/1989,282.56,82.0,102,Notebook,Eletrônicos,8185,Kim Kaufman,SP,Pix,7.22,96
martin group,20/12/2022,272.02,76.8211055276382,103,Notebook ,Roupas,7873,Matthew Wheeler,SP,Boleto,10.58,48
"Mullen, Hart and Barker",18/04/2020,205.03250237868696,75.0,104,Camisa,Alimentos,9694,brandy edwards,SP,Pix,7.3,75
"Carroll, Estrada and Smith Store",24/02/2016,339.44,76.8211055276382,105,Caf ,Eletrônicos,3724,Brenda Hill,SP,Cartão,10.58,73
"valdez, burnett and rivera",20/11/1996,321.49,17.0,106,Chocolate ,Eletrônicos,1208,Dr. Heather Curry,SP,cartao,10.58,48
Cook-Herrera,27/12/1980,205.03250237868696,76.8211055276382,107,Smartphone ,Eletrônicos,7524,samantha gonzales,RS,cartao,2.92,48
"Hernandez, Odom and Coleman",30/01/2016,205.03250237868696,76.8211055276382,108,Smartphone,Eletrônicos,5004,michael bryant,MG,Cartão,14.22,48
"Walton, Robinson and Robinson Store",10/07/2012,52.77,155.0,109,Chocolate,Roupas,9044,Peter Mueller,MG,Cartão,21.62,48
Acevedo-Bryant Store,02/01/2002,23.99,139.0,110,Caf ,Eletrônicos,6513,Christine Barron,RJ,cartao,10.58,41
watson-ortiz,15/06/1996,205.03250237868696,34.0,111,Camisa,Roupas,5158,Tony Ramirez,SP,Boleto,10.58,48
"Johnson, Gilbert and Miller Store",10/11/2013,205.03250237868696,76.8211055276382,112,Caf,Eletrônicos,2140,mackenzie baker,SP,Boleto,18.48,50
vargas group,07/01/2026,205.03250237868696,76.8211055276382,113,Caf,Eletrônicos,4954,Kevin Fuller,RJ,Cartão,10.58,48
Hogan Inc,13/02/1970,203.89,102.0,114,Smartphone,Alimentos,9019,kristen clark,RS,cartao,26.92,93
Alexander Group,28/08/2023,195.67,8.0,115,Tnis,Alimentos,1918,megan stephens,RS,Cartão,10.58,48
Anderson-Robertson Store,29/05/1971,205.03250237868696,149.0,116,Camisa ,Alimentos,8706,austin brown,SP,cartao,10.58,48
Moore-Anderson Store,08/10/1998,205.03250237868696,76.8211055276382,117,Notebook,Alimentos,6464,Martin Lewis,SP,Cartão,2.1,1
"Garcia, Nunez and Hines",20/12/2014,205.03250237868696,76.8211055276382,118,Chocolate,Eletrônicos,9273,Erin Scott,RJ,Boleto,23.58,48
"flowers, martin and myers",25/05/2019,205.03250237868696,50.0,119,Tnis,Alimentos,2499,Richard Wolfe,MG,cartao,10.58,48
"Alvarez, Anderson and Ryan Store",13/08/2016,350.8,35.0,120,Smartphone,Eletrônicos,4917,Katherine Sanchez,BA,Cartão,7.72,48
owens-shaw,30/04/1997,159.28,171.0,121,Smartphone,Roupas,1119,Angela Mcguire,SP,Cartão,10.58,48
meyer and sons,05/10/1979,62.92,197.0,122,Smartphone,Roupas,8375,Christopher Ortiz,RS,Pix,10.58,48
"hill, mills and schmidt",08/09/2009,187.52,66.0,123,Notebook ,Alimentos,6582,Andrew Wolfe,RJ,Pix,10.58,68
Carter PLC,08/01/2019,205.03250237868696,5.0,124,Chocolate,Roupas,1194,Mrs. Erica Sims,SP,cartao,10.58,48
Hill Ltd,22/09/2005,91.07,76.8211055276382,125,Smartphone,Roupas,6543,Jeffrey Carr,MG,Pix,10.58,64
"Hernandez, Howell and Park Store",09/03/1990,205.03250237868696,61.0,126,Smartphone,Alimentos,1781,victoria black,RS,Pix,10.58,48
Brown-Soto Store,28/02/1992,100.0,160.0,127,Caf,Eletrônicos,7114,brenda hogan,RS,Pix,10.58,55
Graham Group Store,25/12/1977,153.78,76.8211055276382,128,Chocolate,Roupas,6112,Kimberly Moore,MG,Pix,25.18,48
Goodman-Mitchell Store,05/01/1997,205.03250237868696,25.0,129,Smartphone,Eletrônicos,5581,teresa mcdaniel,BA,Boleto,10.58,27
Fisher PLC,02/02/2017,205.03250237868696,29.0,130,Chocolate,Eletrônicos,9299,Sarah Kim,RJ,Boleto,29.07,77
Rodriguez-Mcmillan,22/01/1987,251.67,76.8211055276382,131,Camisa ,Eletrônicos,4764,Michael Flores,MG,Pix,28.87,8
Williams-Young Store,18/08/2011,205.03250237868696,149.0,132,Tnis,Eletrônicos,2218,Brianna Ramos,RS,Boleto,10.58,48
moore-smith,20/09/2005,45.39,134.0,133,Caf,Roupas,9454,Jacob Matthews,MG,Pix,10.58,48
Austin-Bates Store,03/08/2014,205.03250237868696,76.8211055276382,134,Caf,Roupas,5633,Timothy Klein,RJ,cartao,2.2,48
Torres-Murray Store,16/01/1984,205.03250237868696,32.0,135,Caf,Alimentos,2024,mrs. pamela white,RS,Boleto,2.48,48
Andrews LLC,29/09/1972,205.03250237868696,76.8211055276382,136,Chocolate,Roupas,1924,alyssa hamilton,MG,Pix,25.08,62
Lowe Ltd,31/08/2001,374.66,50.0,137,Camisa ,Roupas,5843,eddie harris,SP,cartao,10.58,48
riley-tran,11/07/1979,446.76,11.0,138,Smartphone ,Roupas,4741,matthew miller,SP,Boleto,10.58,48
lane plc,02/01/2001,478.66,154.0,139,Smartphone,Roupas,5524,Molly Guerra,RS,Pix,10.58,48
mcguire-heath,18/07/2016,493.1,190.0,140,Notebook,Eletrônicos,1699,Christina Johnson,MG,Cartão,10.58,61
jackson-williams,28/05/2024,175.6,76.8211055276382,141,Smartphone,Roupas,2747,Bobby Cuevas,SP,Pix,10.58,43
"smith, hughes and bennett",19/12/1997,330.85,17.0,142,Notebook,Roupas,6125,Jacob Hogan,RJ,Cartão,9.29,68
brown ltd,08/09/2003,84.27,145.0,143,Tnis ,Roupas,3154,david green,MG,cartao,23.02,48
Roberts Inc,21/09/2008,423.59,76.8211055276382,144,Camisa,Roupas,2574,Brent Boone,MG,Boleto,10.58,64
Sullivan LLC Store,06/09/1986,205.03250237868696,76.8211055276382,145,Notebook ,Alimentos,9298,Katherine King,MG,Cartão,10.58,7
"fletcher, green and brown",06/02/2021,429.7,76.8211055276382,146,Caf,Eletrônicos,9843,Brittany Cook,MG,cartao,6.52,38
"Coleman, Noble and Sullivan",05/08/1981,433.96,148.0,147,Chocolate,Roupas,5650,kelly russell,SP,Boleto,4.58,48
Willis-Daniels,23/07/1998,346.43,76.8211055276382,148,Chocolate,Eletrônicos,5016,veronica bennett,SP,Boleto,10.58,48
"rivera, keller and frye",04/06/2016,96.57,151.0,149,Caf,Alimentos,8934,scott miller,BA,cartao,13.05,17
"Mcintosh, Barnes and Price Store",11/07/2024,67.94,124.0,150,Tnis,Roupas,9561,nathan huerta,RS,cartao,10.58,40
hopkins-phillips,10/06/1990,205.03250237868696,21.0,151,Camisa,Roupas,2674,George Thomas,SP,Boleto,10.58,48
Frazier-Skinner Store,07/11/2000,205.03250237868696,76.8211055276382,152,Chocolate ,Eletrônicos,8221,Jean King,SP,Boleto,29.13,44
mason-dixon,11/02/1989,321.3,76.8211055276382,153,Camisa ,Eletrônicos,4827,Shannon Adams,MG,Pix,11.23,48
Wilkinson LLC,29/03/2001,205.03250237868696,76.8211055276382,154,Camisa ,Alimentos,5303,katherine taylor,BA,cartao,10.58,52
gamble-garcia,03/05/1986,40.16,76.8211055276382,155,Caf ,Roupas,7565,Daniel Griffith,RS,Cartão,10.58,33
"Johnson, Oliver and Simmons",18/04/1988,205.03250237868696,25.0,156,Caf ,Eletrônicos,6670,rachel cunningham,MG,Pix,10.58,86
"Floyd, Gilmore and Abbott",15/07/2001,442.29,22.0,157,Smartphone ,Roupas,3295,sean johnson,RS,cartao,10.58,9
Martin LLC Store,07/11/1982,205.03250237868696,19.0,158,Chocolate,Eletrônicos,5489,Brittany Taylor,SP,Cartão,10.58,48
Smith-Hodges Store,03/09/1990,205.03250237868696,76.8211055276382,159,Smartphone,Eletrônicos,1899,aaron moore,RJ,Boleto,10.58,48
"Johnson, Winters and Chaney Store",07/07/2012,59.74,61.0,160,Tnis,Eletrônicos,9570,Elizabeth Blake,RS,Cartão,18.05,48
Gray-Shepard,28/08/2013,205.03250237868696,164.0,161,Notebook,Alimentos,9434,trevor collins,RJ,cartao,23.23,82
Rodriguez Inc,13/07/2000,167.16,72.0,162,Chocolate ,Eletrônicos,9301,sierra adams,SP,cartao,10.58,48
Warner and Sons Store,19/02/2002,73.47,20.0,163,Camisa ,Alimentos,5746,Charles Osborn,MG,Cartão,10.58,48
"Moss, Morris and Moore",12/05/1997,205.03250237868696,34.0,164,Notebook,Alimentos,2258,kristen guzman,BA,Cartão,20.5,19
"brown, martin and schmidt",31/05/1974,84.97,76.8211055276382,166,Tnis,Alimentos,4091,Craig Pena,RJ,Cartão,10.58,48
Logan Ltd,10/09/1976,205.03250237868696,76.8211055276382,167,Camisa ,Eletrônicos,1865,Lindsey Black,RS,Cartão,11.29,23
Ramos Group Store,17/09/2011,205.03250237868696,20.0,168,Chocolate,Roupas,1033,Rebecca Myers,MG,cartao,17.17,7
Pearson-Mayer,02/07/1974,205.03250237868696,76.8211055276382,169,Camisa ,Alimentos,5904,Robert Kennedy,BA,Boleto,5.67,48
"Lee, Davis and Lozano",21/08/2008,205.03250237868696,71.0,170,Caf,Eletrônicos,3147,Emily Scott,RJ,cartao,28.56,88
Sparks-Herrera,05/05/2021,14.66,153.0,171,Smartphone,Alimentos,2369,melinda burke,BA,Pix,6.85,48
Summers-Adams,03/03/2008,267.78,187.0,172,Caf,Eletrônicos,8464,thomas maldonado,SP,cartao,3.86,98
guerrero-lawson,03/09/1971,59.13,181.0,173,Tnis ,Alimentos,7086,Kimberly Summers,MG,Pix,3.01,56
Henson-Kelly Store,01/02/2001,205.03250237868696,76.8211055276382,174,Smartphone,Alimentos,7351,Justin Rocha,RJ,cartao,10.58,48
Mcdonald-Rivera,07/02/1996,205.03250237868696,1.0,175,Chocolate,Roupas,8186,jacqueline waters,RJ,Pix,16.41,31
"hernandez, ochoa and perry",27/01/1998,205.03250237868696,76.8211055276382,176,Caf ,Roupas,6690,joseph smith,BA,Cartão,10.58,48
"King, Martinez and Jackson",02/03/2020,129.19,76.8211055276382,177,Smartphone,Alimentos,6145,Carolyn Smith,RS,Cartão,10.58,1
frank-moore,10/08/1970,400.18,49.0,178,Notebook,Eletrônicos,4423,samantha wolfe,MG,Cartão,14.56,48
"Joseph, Rollins and Peters",29/11/1978,17.23,76.8211055276382,179,Smartphone ,Alimentos,4380,shannon johnson,RJ,Boleto,7.32,48
Lewis LLC,21/05/1975,348.37,76.8211055276382,180,Caf ,Alimentos,8400,Kevin Wong,MG,cartao,3.41,48
Clark Inc,02/08/2012,205.03250237868696,127.0,181,Camisa,Alimentos,5030,Ronald Shaffer,RS,Boleto,10.58,48
johnson ltd,20/03/1989,135.33,31.0,182,Chocolate ,Eletrônicos,8766,Patricia Rodriguez,BA,Pix,10.58,48
henderson plc,10/05/2016,205.03250237868696,43.0,183,Camisa,Roupas,7229,Rachel Reyes,SP,cartao,13.7,48
"berry, lindsey and taylor",28/04/2013,48.35,103.0,184,Notebook,Eletrônicos,9185,Carly Harrington,MG,cartao,10.58,48
Ellis-Obrien,06/03/2022,205.03250237868696,76.8211055276382,185,Camisa ,Alimentos,9496,crystal taylor,RJ,Cartão,10.58,48
"Chapman, Moore and Hammond",30/05/2018,205.03250237868696,101.0,186,Caf ,Alimentos,1953,chelsey taylor,MG,Cartão,10.58,65
"Taylor, Stevens and Reyes",24/09/1991,205.03250237868696,56.0,187,Chocolate ,Alimentos,6921,Kaylee Stafford,RJ,cartao,10.58,26
Gonzalez-Jones,25/10/1994,70.29,70.0,188,Caf,Eletrônicos,3918,donna jimenez,RS,Boleto,10.58,3
Buck-Wilson,01/11/1998,205.03250237868696,76.8211055276382,189,Camisa,Roupas,6567,Kyle Lewis,SP,cartao,10.58,48
"Munoz, Harris and Taylor",07/02/2026,205.03250237868696,76.8211055276382,190,Caf,Alimentos,4010,Shelly Tate,SP,cartao,10.58,48
rogers group,29/10/1972,52.19,131.0,191,Smartphone ,Alimentos,8316,Charles Carter,RJ,Boleto,10.58,63
Lucas-Young,07/08/2002,6.05,76.8211055276382,192,Tnis ,Alimentos,9867,Angela Mullins,SP,Cartão,10.58,48
moses-jimenez,03/09/1997,205.03250237868696,76.8211055276382,193,Caf,Alimentos,3311,stephanie mullen,RJ,Cartão,0.57,5
taylor-johnson,25/11/2014,205.03250237868696,39.0,194,Chocolate ,Alimentos,4253,Sheri Carroll,SP,Cartão,10.58,48
"black, valdez and griffin",01/07/2018,272.33,76.8211055276382,195,Smartphone ,Eletrônicos,6949,Rodney Conway,BA,cartao,10.58,48
Silva Ltd,14/09/2018,205.03250237868696,76.8211055276382,196,Caf,Alimentos,5626,Sharon Thompson,BA,cartao,10.58,47
Cortez-Waters Store,05/07/2001,427.44,76.8211055276382,197,Chocolate,Alimentos,5404,Ms. Jessica Barrera,SP,Cartão,10.58,94
"Allen, Dillon and Blackwell Store",27/02/2018,113.39,82.0,198,Caf ,Alimentos,4771,sherry ashley,RS,Cartão,15.89,42
"Foster, Kemp and Garcia",22/12/1994,497.6,76.8211055276382,199,Smartphone ,Eletrônicos,4430,michael taylor,RJ,cartao,10.58,48
Cruz-Tucker,25/03/2006,469.08,76.8211055276382,200,Smartphone,Alimentos,9001,Wendy Vaughan,SP,Cartão,10.58,48
"Bell, Robinson and Snyder",09/11/1979,205.03250237868696,60.0,201,Camisa ,Eletrônicos,5374,Joel Guzman,BA,Cartão,10.58,48
"Smith, Flores and Mccoy",03/03/1981,229.51,76.8211055276382,202,Smartphone,Roupas,5014,Carol Knight,SP,cartao,5.3,42
williams llc,14/11/2020,298.09,76.8211055276382,203,Tnis,Roupas,4347,Kristen Reyes,MG,Cartão,10.58,48
"Smith, Davies and Wilson",27/02/1971,205.03250237868696,66.0,204,Smartphone ,Eletrônicos,8383,justin miller,BA,Boleto,0.79,71
"Kerr, Pearson and Hood",15/11/1992,237.29,188.0,205,Tnis,Alimentos,9200,victoria richardson,RS,Cartão,2.54,2
